2023-12-24 11:19:00.736 ,,TRSY3,-1000000,
2023-12-24 11:19:00.736 ,,TRSY1,2000000,TRSY3,-1000000,
2023-12-24 11:19:00.736 ,,TRSY1,2000000,TRSY2,-3000000,TRSY3,-1000000,
2023-12-24 11:19:00.736 ,,TRSY1,2000000,TRSY2,-3000000,TRSY3,3000000,
2023-12-24 11:19:00.737 ,,TRSY1,-3000000,TRSY2,-3000000,TRSY3,3000000,
2023-12-24 11:19:00.737 ,,TRSY1,-3000000,TRSY2,-2000000,TRSY3,3000000,
2023-12-24 11:19:00.737 ,,TRSY1,-3000000,TRSY2,-2000000,TRSY3,1000000,
2023-12-24 11:19:00.737 ,,TRSY1,0,TRSY2,-2000000,TRSY3,1000000,
2023-12-24 11:19:00.737 ,,TRSY1,0,TRSY2,-6000000,TRSY3,1000000,
2023-12-24 11:19:00.737 ,,TRSY1,0,TRSY2,-6000000,TRSY3,6000000,
2023-12-24 11:19:00.737 ,,TRSY1,-1000000,TRSY2,-6000000,TRSY3,6000000,
2023-12-24 11:19:00.737 ,,TRSY1,-1000000,TRSY2,-4000000,TRSY3,6000000,
2023-12-24 11:19:00.737 ,,TRSY1,-1000000,TRSY2,-4000000,TRSY3,3000000,
2023-12-24 11:19:00.737 ,,TRSY1,3000000,TRSY2,-4000000,TRSY3,3000000,
2023-12-24 11:19:00.737 ,,TRSY1,3000000,TRSY2,-9000000,TRSY3,3000000,
2023-12-24 11:19:00.737 ,,TRSY1,3000000,TRSY2,-9000000,TRSY3,4000000,
2023-12-24 11:19:00.738 ,,TRSY1,1000000,TRSY2,-9000000,TRSY3,4000000,
2023-12-24 11:19:00.738 ,,TRSY1,1000000,TRSY2,-6000000,TRSY3,4000000,
2023-12-24 11:19:00.738 ,,TRSY1,1000000,TRSY2,-6000000,TRSY3,0,
2023-12-24 11:19:00.738 ,,TRSY1,6000000,TRSY2,-6000000,TRSY3,0,
2023-12-24 11:19:00.738 ,,TRSY1,6000000,TRSY2,-7000000,TRSY3,0,
2023-12-24 11:19:00.738 ,,TRSY1,6000000,TRSY2,-7000000,TRSY3,2000000,
2023-12-24 11:19:00.738 ,,TRSY1,3000000,TRSY2,-7000000,TRSY3,2000000,
2023-12-24 11:19:00.738 ,,TRSY1,3000000,TRSY2,-3000000,TRSY3,2000000,
2023-12-24 11:19:00.738 ,,TRSY1,3000000,TRSY2,-3000000,TRSY3,-3000000,
2023-12-24 11:19:00.738 ,,TRSY1,4000000,TRSY2,-3000000,TRSY3,-3000000,
2023-12-24 11:19:00.738 ,,TRSY1,4000000,TRSY2,-5000000,TRSY3,-3000000,
2023-12-24 11:19:00.738 ,,TRSY1,4000000,TRSY2,-5000000,TRSY3,0,
2023-12-24 11:19:00.738 ,,TRSY1,0,TRSY2,-5000000,TRSY3,0,
2023-12-24 11:19:00.739 ,,TRSY1,0,TRSY2,0,TRSY3,0,
2023-12-24 11:19:00.739 ,,TRSY1,0,TRSY2,0,TRSY3,-1000000,
2023-12-24 11:19:00.739 ,,TRSY1,2000000,TRSY2,0,TRSY3,-1000000,
2023-12-24 11:19:00.739 ,,TRSY1,2000000,TRSY2,-3000000,TRSY3,-1000000,
2023-12-24 11:19:00.739 ,,TRSY1,2000000,TRSY2,-3000000,TRSY3,3000000,
2023-12-24 11:19:00.739 ,,TRSY1,-3000000,TRSY2,-3000000,TRSY3,3000000,
2023-12-24 11:19:00.739 ,,TRSY1,-3000000,TRSY2,-2000000,TRSY3,3000000,
2023-12-24 11:19:00.739 ,,TRSY1,-3000000,TRSY2,-2000000,TRSY3,1000000,
2023-12-24 11:19:00.739 ,,TRSY1,0,TRSY2,-2000000,TRSY3,1000000,
2023-12-24 11:19:00.739 ,,TRSY1,0,TRSY2,-6000000,TRSY3,1000000,
2023-12-24 11:19:00.739 ,,TRSY1,0,TRSY2,-6000000,TRSY3,6000000,
2023-12-24 11:19:00.739 ,,TRSY1,-1000000,TRSY2,-6000000,TRSY3,6000000,
2023-12-24 11:19:00.740 ,,TRSY1,-1000000,TRSY2,-4000000,TRSY3,6000000,
2023-12-24 11:19:00.740 ,,TRSY1,-1000000,TRSY2,-4000000,TRSY3,3000000,
2023-12-24 11:19:00.740 ,,TRSY1,3000000,TRSY2,-4000000,TRSY3,3000000,
2023-12-24 11:19:00.740 ,,TRSY1,3000000,TRSY2,-9000000,TRSY3,3000000,
2023-12-24 11:19:00.740 ,,TRSY1,3000000,TRSY2,-9000000,TRSY3,4000000,
