2023-12-24 11:19:00.441 ,,98-317,10000000,20000000,BID,99-001,10000000,20000000,OFFER,
2023-12-24 11:19:00.441 ,,98-317,20000000,40000000,BID,99-003,20000000,40000000,OFFER,
2023-12-24 11:19:00.441 ,,99-001,10000000,20000000,BID,99-003,10000000,20000000,OFFER,
2023-12-24 11:19:00.441 ,,99-001,20000000,40000000,BID,99-005,20000000,40000000,OFFER,
2023-12-24 11:19:00.441 ,,99-003,10000000,20000000,BID,99-005,10000000,20000000,OFFER,
2023-12-24 11:19:00.441 ,,99-003,20000000,40000000,BID,99-007,20000000,40000000,OFFER,
2023-12-24 11:19:00.441 ,,99-005,10000000,20000000,BID,99-007,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-005,20000000,40000000,BID,99-011,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-007,10000000,20000000,BID,99-011,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-007,20000000,40000000,BID,99-013,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-011,10000000,20000000,BID,99-013,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-011,20000000,40000000,BID,99-015,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-013,10000000,20000000,BID,99-015,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-013,20000000,40000000,BID,99-017,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-015,10000000,20000000,BID,99-017,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-015,20000000,40000000,BID,99-021,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-017,10000000,20000000,BID,99-021,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-017,20000000,40000000,BID,99-023,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-021,10000000,20000000,BID,99-023,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-021,20000000,40000000,BID,99-025,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-023,10000000,20000000,BID,99-025,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-023,20000000,40000000,BID,99-027,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-025,10000000,20000000,BID,99-027,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-025,20000000,40000000,BID,99-031,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-027,10000000,20000000,BID,99-031,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-027,20000000,40000000,BID,99-033,20000000,40000000,OFFER,
2023-12-24 11:19:00.442 ,,99-031,10000000,20000000,BID,99-033,10000000,20000000,OFFER,
2023-12-24 11:19:00.442 ,,99-031,20000000,40000000,BID,99-035,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-033,10000000,20000000,BID,99-035,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-033,20000000,40000000,BID,99-037,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-035,10000000,20000000,BID,99-037,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-035,20000000,40000000,BID,99-041,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-037,10000000,20000000,BID,99-041,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-037,20000000,40000000,BID,99-043,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-041,10000000,20000000,BID,99-043,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-041,20000000,40000000,BID,99-045,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-043,10000000,20000000,BID,99-045,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-043,20000000,40000000,BID,99-047,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-045,10000000,20000000,BID,99-047,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-045,20000000,40000000,BID,99-051,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-047,10000000,20000000,BID,99-051,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-047,20000000,40000000,BID,99-053,20000000,40000000,OFFER,
2023-12-24 11:19:00.443 ,,99-051,10000000,20000000,BID,99-053,10000000,20000000,OFFER,
2023-12-24 11:19:00.443 ,,99-051,20000000,40000000,BID,99-055,20000000,40000000,OFFER,
