2023-12-24 11:19:00.736 ,,0.000000,-1000000,
2023-12-24 11:19:00.736 ,,0.000000,1000000,
2023-12-24 11:19:00.736 ,,0.000000,-2000000,
2023-12-24 11:19:00.736 ,,0.000000,2000000,
2023-12-24 11:19:00.737 ,,0.000000,-3000000,
2023-12-24 11:19:00.737 ,,0.000000,-2000000,
2023-12-24 11:19:00.737 ,,0.000000,-4000000,
2023-12-24 11:19:00.737 ,,0.000000,-1000000,
2023-12-24 11:19:00.737 ,,0.000000,-5000000,
2023-12-24 11:19:00.737 ,,0.000000,0,
2023-12-24 11:19:00.737 ,,0.000000,-1000000,
2023-12-24 11:19:00.737 ,,0.000000,1000000,
2023-12-24 11:19:00.737 ,,0.000000,-2000000,
2023-12-24 11:19:00.737 ,,0.000000,2000000,
2023-12-24 11:19:00.737 ,,0.000000,-3000000,
2023-12-24 11:19:00.737 ,,0.000000,-2000000,
2023-12-24 11:19:00.737 ,,0.000000,-4000000,
2023-12-24 11:19:00.738 ,,0.000000,-1000000,
2023-12-24 11:19:00.738 ,,0.000000,-5000000,
2023-12-24 11:19:00.738 ,,0.000000,0,
2023-12-24 11:19:00.738 ,,0.000000,-1000000,
2023-12-24 11:19:00.738 ,,0.000000,1000000,
2023-12-24 11:19:00.738 ,,0.000000,-2000000,
2023-12-24 11:19:00.738 ,,0.000000,2000000,
2023-12-24 11:19:00.738 ,,0.000000,-3000000,
2023-12-24 11:19:00.738 ,,0.000000,-2000000,
2023-12-24 11:19:00.738 ,,0.000000,-4000000,
2023-12-24 11:19:00.738 ,,0.000000,-1000000,
2023-12-24 11:19:00.738 ,,0.000000,-5000000,
2023-12-24 11:19:00.739 ,,0.000000,0,
2023-12-24 11:19:00.739 ,,0.000000,-1000000,
2023-12-24 11:19:00.739 ,,0.000000,1000000,
2023-12-24 11:19:00.739 ,,0.000000,-2000000,
2023-12-24 11:19:00.739 ,,0.000000,2000000,
2023-12-24 11:19:00.739 ,,0.000000,-3000000,
2023-12-24 11:19:00.739 ,,0.000000,-2000000,
2023-12-24 11:19:00.739 ,,0.000000,-4000000,
2023-12-24 11:19:00.739 ,,0.000000,-1000000,
2023-12-24 11:19:00.739 ,,0.000000,-5000000,
2023-12-24 11:19:00.739 ,,0.000000,0,
2023-12-24 11:19:00.739 ,,0.000000,-1000000,
2023-12-24 11:19:00.739 ,,0.000000,1000000,
2023-12-24 11:19:00.740 ,,0.000000,-2000000,
2023-12-24 11:19:00.740 ,,0.000000,2000000,
