2023-12-24 11:19:00.741 ,,BID,1VTYHS7PTBOT,MARKET,99-003,5000000,0,,NO,
2023-12-24 11:19:00.742 ,,OFFER,1VTYHS7PTBOT,MARKET,99-007,1000000,0,,NO,
2023-12-24 11:19:00.742 ,,BID,1D5TUZ653JUR,MARKET,99-015,5000000,0,,NO,
2023-12-24 11:19:00.742 ,,OFFER,1D5TUZ653JUR,MARKET,99-021,1000000,0,,NO,
2023-12-24 11:19:00.742 ,,BID,1D5TUZ653JUR,MARKET,99-027,5000000,0,,NO,
2023-12-24 11:19:00.743 ,,OFFER,1D5TUZ653JUR,MARKET,99-033,1000000,0,,NO,
2023-12-24 11:19:00.743 ,,BID,1EXE826GHARR,MARKET,99-041,5000000,0,,NO,
2023-12-24 11:19:00.743 ,,OFFER,1EXE826GHARR,MARKET,99-045,1000000,0,,NO,
2023-12-24 11:19:00.743 ,,BID,1EXE826GHARR,MARKET,99-053,5000000,0,,NO,
2023-12-24 11:19:00.743 ,,OFFER,1EXE826GHARR,MARKET,99-057,1000000,0,,NO,
2023-12-24 11:19:00.744 ,,BID,13AQM059RRQE,MARKET,99-065,5000000,0,,NO,
2023-12-24 11:19:00.744 ,,OFFER,13AQM059RRQE,MARKET,99-071,1000000,0,,NO,
2023-12-24 11:19:00.744 ,,BID,13AQM059RRQE,MARKET,99-077,5000000,0,,NO,
2023-12-24 11:19:00.744 ,,OFFER,13AQM059RRQE,MARKET,99-083,1000000,0,,NO,
2023-12-24 11:19:00.745 ,,BID,13AQM059RRQE,MARKET,99-091,5000000,0,,NO,
2023-12-24 11:19:00.745 ,,OFFER,1LQ0JI4Z188W,MARKET,99-095,1000000,0,,NO,
2023-12-24 11:19:00.745 ,,BID,1LQ0JI4Z188W,MARKET,99-103,5000000,0,,NO,
2023-12-24 11:19:00.745 ,,OFFER,1LQ0JI4Z188W,MARKET,99-107,1000000,0,,NO,
2023-12-24 11:19:00.746 ,,BID,1LQ0JI4Z188W,MARKET,99-115,5000000,0,,NO,
2023-12-24 11:19:00.746 ,,OFFER,1O18IH4RG15W,MARKET,99-121,1000000,0,,NO,
2023-12-24 11:19:00.746 ,,BID,1O18IH4RG15W,MARKET,99-127,5000000,0,,NO,
2023-12-24 11:19:00.746 ,,OFFER,1O18IH4RG15W,MARKET,99-133,1000000,0,,NO,
2023-12-24 11:19:00.747 ,,BID,1O18IH4RG15W,MARKET,99-141,5000000,0,,NO,
2023-12-24 11:19:00.747 ,,OFFER,19J69B3NWX2Q,MARKET,99-145,1000000,0,,NO,
2023-12-24 11:19:00.747 ,,BID,19J69B3NWX2Q,MARKET,99-153,5000000,0,,NO,
2023-12-24 11:19:00.747 ,,OFFER,19J69B3NWX2Q,MARKET,99-157,1000000,0,,NO,
2023-12-24 11:19:00.748 ,,BID,19J69B3NWX2Q,MARKET,99-165,5000000,0,,NO,
2023-12-24 11:19:00.748 ,,OFFER,1NU4M72OMFMQ,MARKET,99-171,1000000,0,,NO,
2023-12-24 11:19:00.748 ,,BID,1NU4M72OMFMQ,MARKET,99-177,5000000,0,,NO,
2023-12-24 11:19:00.748 ,,OFFER,1NU4M72OMFMQ,MARKET,99-183,1000000,0,,NO,
2023-12-24 11:19:00.749 ,,BID,1NU4M72OMFMQ,MARKET,99-191,5000000,0,,NO,
2023-12-24 11:19:00.749 ,,OFFER,1G73KT24FUV0,MARKET,99-195,1000000,0,,NO,
2023-12-24 11:19:00.749 ,,BID,1G73KT24FUV0,MARKET,99-203,5000000,0,,NO,
2023-12-24 11:19:00.749 ,,OFFER,1G73KT24FUV0,MARKET,99-207,1000000,0,,NO,
2023-12-24 11:19:00.750 ,,BID,1G73KT24FUV0,MARKET,99-215,5000000,0,,NO,
2023-12-24 11:19:00.750 ,,OFFER,1TV1OD1FQQZ0,MARKET,99-221,1000000,0,,NO,
2023-12-24 11:19:00.750 ,,BID,1TV1OD1FQQZ0,MARKET,99-227,5000000,0,,NO,
2023-12-24 11:19:00.750 ,,OFFER,1TV1OD1FQQZ0,MARKET,99-233,1000000,0,,NO,
2023-12-24 11:19:00.751 ,,BID,1TV1OD1FQQZ0,MARKET,99-241,5000000,0,,NO,
2023-12-24 11:19:00.751 ,,OFFER,15DN0X18N4J9,MARKET,99-245,1000000,0,,NO,
2023-12-24 11:19:00.751 ,,BID,15DN0X18N4J9,MARKET,99-253,5000000,0,,NO,
2023-12-24 11:19:00.751 ,,OFFER,15DN0X18N4J9,MARKET,99-257,1000000,0,,NO,
2023-12-24 11:19:00.752 ,,BID,15DN0X18N4J9,MARKET,99-265,5000000,0,,NO,
2023-12-24 11:19:00.752 ,,OFFER,1XEV13MLSBF9,MARKET,99-271,1000000,0,,NO,
2023-12-24 11:19:00.752 ,,BID,1XEV13MLSBF9,MARKET,99-277,5000000,0,,NO,
2023-12-24 11:19:00.752 ,,OFFER,1XEV13MLSBF9,MARKET,99-283,1000000,0,,NO,
2023-12-24 11:19:00.753 ,,BID,1XEV13MLSBF9,MARKET,99-291,5000000,0,,NO,
2023-12-24 11:19:00.753 ,,OFFER,1A3CKQNE0JA8,MARKET,99-295,1000000,0,,NO,
2023-12-24 11:19:00.753 ,,BID,1A3CKQNE0JA8,MARKET,99-303,5000000,0,,NO,
2023-12-24 11:19:00.753 ,,OFFER,1A3CKQNE0JA8,MARKET,99-307,1000000,0,,NO,
2023-12-24 11:19:00.754 ,,BID,1A3CKQNE0JA8,MARKET,99-315,5000000,0,,NO,
2023-12-24 11:19:00.754 ,,OFFER,1QLZPONBBAO7,MARKET,100-001,1000000,0,,NO,
2023-12-24 11:19:00.754 ,,BID,1QLZPONBBAO7,MARKET,100-007,5000000,0,,NO,
2023-12-24 11:19:00.754 ,,OFFER,1QLZPONBBAO7,MARKET,100-013,1000000,0,,NO,
2023-12-24 11:19:00.755 ,,BID,1QLZPONBBAO7,MARKET,100-021,5000000,0,,NO,
2023-12-24 11:19:00.755 ,,OFFER,11OKQJBIARY7,MARKET,100-025,1000000,0,,NO,
2023-12-24 11:19:00.755 ,,BID,11OKQJBIARY7,MARKET,100-033,5000000,0,,NO,
2023-12-24 11:19:00.755 ,,OFFER,11OKQJBIARY7,MARKET,100-037,1000000,0,,NO,
2023-12-24 11:19:00.756 ,,BID,11OKQJBIARY7,MARKET,100-045,5000000,0,,NO,
2023-12-24 11:19:00.756 ,,OFFER,1J9J2NV397E6,MARKET,100-051,1000000,0,,NO,
2023-12-24 11:19:00.756 ,,BID,1J9J2NV397E6,MARKET,100-057,5000000,0,,NO,
2023-12-24 11:19:00.756 ,,OFFER,1J9J2NV397E6,MARKET,100-063,1000000,0,,NO,
2023-12-24 11:19:00.757 ,,BID,1UNGL7VDC106,MARKET,100-071,5000000,0,,NO,
2023-12-24 11:19:00.757 ,,OFFER,1UNGL7VDC106,MARKET,100-075,1000000,0,,NO,
2023-12-24 11:19:00.757 ,,BID,1UNGL7VDC106,MARKET,100-083,5000000,0,,NO,
2023-12-24 11:19:00.757 ,,OFFER,1UNGL7VDC106,MARKET,100-087,1000000,0,,NO,
2023-12-24 11:19:00.758 ,,BID,17GDPTC7PZ75,MARKET,100-095,5000000,0,,NO,
2023-12-24 11:19:00.758 ,,OFFER,17GDPTC7PZ75,MARKET,100-101,1000000,0,,NO,
2023-12-24 11:19:00.758 ,,BID,17GDPTC7PZ75,MARKET,100-107,5000000,0,,NO,
2023-12-24 11:19:00.759 ,,OFFER,17GDPTC7PZ75,MARKET,100-113,1000000,0,,NO,
2023-12-24 11:19:00.759 ,,BID,1VTAWFCK7F45,MARKET,100-121,5000000,0,,NO,
2023-12-24 11:19:00.759 ,,OFFER,1VTAWFCK7F45,MARKET,100-125,1000000,0,,NO,
2023-12-24 11:19:00.759 ,,BID,1VTAWFCK7F45,MARKET,100-133,5000000,0,,NO,
2023-12-24 11:19:00.760 ,,OFFER,1VTAWFCK7F45,MARKET,100-137,1000000,0,,NO,
2023-12-24 11:19:00.760 ,,BID,1D5P3CXWXU14,MARKET,100-145,5000000,0,,NO,
2023-12-24 11:19:00.760 ,,OFFER,1D5P3CXWXU14,MARKET,100-151,1000000,0,,NO,
2023-12-24 11:19:00.760 ,,BID,1D5P3CXWXU14,MARKET,100-157,5000000,0,,NO,
2023-12-24 11:19:00.761 ,,OFFER,1D5P3CXWXU14,MARKET,100-163,1000000,0,,NO,
2023-12-24 11:19:00.761 ,,BID,1EXIZ4ZVOQN3,MARKET,100-171,5000000,0,,NO,
2023-12-24 11:19:00.761 ,,OFFER,1EXIZ4ZVOQN3,MARKET,100-175,1000000,0,,NO,
2023-12-24 11:19:00.761 ,,BID,1EXIZ4ZVOQN3,MARKET,100-183,5000000,0,,NO,
2023-12-24 11:19:00.762 ,,OFFER,1EXIZ4ZVOQN3,MARKET,100-187,1000000,0,,NO,
2023-12-24 11:19:00.762 ,,BID,13AYAWZU64C3,MARKET,100-195,5000000,0,,NO,
2023-12-24 11:19:00.762 ,,OFFER,13AYAWZU64C3,MARKET,100-201,1000000,0,,NO,
2023-12-24 11:19:00.762 ,,BID,13AYAWZU64C3,MARKET,100-207,5000000,0,,NO,
2023-12-24 11:19:00.763 ,,OFFER,1LQRWPL2ZBL2,MARKET,100-213,1000000,0,,NO,
2023-12-24 11:19:00.763 ,,BID,1LQRWPL2ZBL2,MARKET,100-221,5000000,0,,NO,
2023-12-24 11:19:00.763 ,,OFFER,1LQRWPL2ZBL2,MARKET,100-225,1000000,0,,NO,
2023-12-24 11:19:00.763 ,,BID,1LQRWPL2ZBL2,MARKET,100-233,5000000,0,,NO,
2023-12-24 11:19:00.764 ,,OFFER,1OME4KKSUJH2,MARKET,100-237,1000000,0,,NO,
2023-12-24 11:19:00.764 ,,BID,1OME4KKSUJH2,MARKET,100-245,5000000,0,,NO,
2023-12-24 11:19:00.764 ,,OFFER,1OME4KKSUJH2,MARKET,100-251,1000000,0,,NO,
2023-12-24 11:19:00.764 ,,BID,1OME4KKSUJH2,MARKET,100-257,5000000,0,,NO,
2023-12-24 11:19:00.765 ,,OFFER,19HQXMK65PD1,MARKET,100-263,1000000,0,,NO,
2023-12-24 11:19:00.765 ,,BID,19HQXMK65PD1,MARKET,100-271,5000000,0,,NO,
2023-12-24 11:19:00.765 ,,OFFER,19HQXMK65PD1,MARKET,100-275,1000000,0,,NO,
2023-12-24 11:19:00.766 ,,BID,19HQXMK65PD1,MARKET,100-283,5000000,0,,NO,
2023-12-24 11:19:00.766 ,,OFFER,1NY9S8JJLRP1,MARKET,100-287,1000000,0,,NO,
2023-12-24 11:19:00.766 ,,BID,1NY9S8JJLRP1,MARKET,100-295,5000000,0,,NO,
2023-12-24 11:19:00.766 ,,OFFER,1NY9S8JJLRP1,MARKET,100-301,1000000,0,,NO,
